org,repo,url,number,author,created_at,merged_at,changed_files,commits,additions,deletions,reviews,time_of_first_review,reviewers,hours_open,hours_to_first_review,minutes_to_first_review
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/373",373,"vijetmahabaleshwar-okta","2020-04-24T21:54:51Z","2020-04-27T16:29:15Z",1,1,1,0,1,"2020-04-27T16:28:15Z",[["swiftone"]],66.57,66.56,3993.4
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/374",374,"laura-rodriguez","2020-04-28T21:27:40Z","2020-05-11T17:49:53Z",396,6,17131,996,1,"2020-05-11T17:48:47Z",[["bryanapellanes-okta"]],308.37,308.35,18501.12
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/376",376,"bryanapellanes-okta","2020-05-11T16:06:17Z","2020-05-11T17:31:07Z",4,1,102,0,1,"2020-05-11T16:20:09Z",[["laura-rodriguez"]],1.41,0.23,13.87
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/377",377,"bryanapellanes-okta","2020-05-14T19:33:50Z","2020-07-08T14:12:53Z",455,62,24264,1281,1,"2020-07-08T14:10:16Z",[["laura-rodriguez"]],1314.65,1314.61,78876.43
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/378",378,"bryanapellanes-okta","2020-05-15T16:16:35Z","2020-05-18T13:16:44Z",8,7,300,28,9,"2020-05-15T16:42:40Z",[["laura-rodriguez","bryanapellanes-okta"]],69,0.43,26.08
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/379",379,"bryanapellanes-okta","2020-05-19T13:03:17Z","2020-05-21T14:08:00Z",2,4,556,0,14,"2020-05-19T16:28:42Z",[["laura-rodriguez","bryanapellanes-okta"]],49.08,3.42,205.42
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/380",380,"bryanapellanes-okta","2020-05-19T15:54:45Z","2020-05-21T14:07:19Z",1,3,456,0,7,"2020-05-19T18:26:22Z",[["laura-rodriguez","bryanapellanes-okta"]],46.21,2.53,151.62
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/381",381,"bryanapellanes-okta","2020-05-21T14:50:13Z","2020-05-22T22:35:36Z",4,9,68,84,1,"2020-05-22T21:12:07Z",[["laura-rodriguez"]],31.76,30.37,1821.9
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/382",382,"laura-rodriguez","2020-05-21T16:24:57Z","2020-05-22T17:04:11Z",20,6,757,63,5,"2020-05-21T21:30:00Z",[["bryanapellanes-okta","laura-rodriguez"]],24.65,5.08,305.05
"okta","okta-sdk-dotnet","https://github.com/okta/okta-sdk-dotnet/pull/383",383,"bryanapellanes-okta","2020-05-21T18:16:08Z","2020-05-29T15:36:51Z",11,9,301,20,20,"2020-05-27T14:08:12Z",[["laura-rodriguez","bryanapellanes-okta"]],189.35,139.87,8392.07
